order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating,Revenue,discount_band,order_value,price_tier,discount_value,year,month,year_month
ORD128183,06-10-2024,Nike,Model-823,Basketball,Women,11,Blue,205,0,205,4,820,Cash,Online,UK,Low,3.9,820,0_to_10,820,Premium,0,2024,10,2024-10
ORD128184,09-03-2022,Adidas,Model-499,Running,Unisex,11,Grey,176,0,176,1,176,Cash,Online,UK,Low,5,176,0_to_10,176,Premium,0,2022,3,2022-03
ORD128185,16-02-2021,Reebok,Model-322,Running,Men,10,Grey,80,10,72,1,72,Cash,Online,USA,High,4.4,72,0_to_10,72,Budget,8,2021,2,2021-02
ORD128186,09-07-2022,ASICS,Model-379,Gym,Women,9,Red,206,15,175.1,3,525.3,Wallet,Retail Store,UK,Low,4.1,525.3,11_to_20,525.3,Premium,30.9,2022,7,2022-07
ORD128187,29-07-2018,New Balance,Model-380,Gym,Men,7,Red,163,0,163,3,489,Bank Transfer,Retail Store,India,Medium,3.5,489,0_to_10,489,Premium,0,2018,7,2018-07
ORD128188,25-03-2026,New Balance,Model-172,Lifestyle,Women,10,Grey,134,0,134,1,134,Wallet,Retail Store,UK,Medium,3.3,134,0_to_10,134,Mid,0,2026,3,2026-03
ORD128189,12-07-2021,New Balance,Model-460,Basketball,Men,9,White,138,20,110.4,4,441.6,Bank Transfer,Retail Store,UAE,Low,3.5,441.6,11_to_20,441.6,Mid,27.6,2021,7,2021-07
ORD128190,20-12-2019,Puma,Model-957,Lifestyle,Women,7,Blue,217,5,206.15,3,618.45,Card,Retail Store,India,High,3.9,618.45,0_to_10,618.45,Premium,10.85,2019,12,2019-12
ORD128191,01-12-2022,ASICS,Model-742,Basketball,Women,10,White,126,30,88.2,2,176.4,Bank Transfer,Retail Store,UAE,Low,3.4,176.4,21_to_30,176.4,Budget,37.8,2022,12,2022-12
ORD128192,01-12-2022,ASICS,Model-745,Running,Men,11,Blue,81,20,64.8,2,129.6,Card,Online,Pakistan,High,3.1,129.6,11_to_20,129.6,Budget,16.2,2022,12,2022-12
ORD128193,13-06-2020,Puma,Model-332,Gym,Unisex,9,Black,193,5,183.35,3,550.05,Wallet,Online,UAE,High,5,550.05,0_to_10,550.05,Premium,9.65,2020,6,2020-06
ORD128194,13-12-2019,Puma,Model-627,Training,Women,7,White,193,10,173.7,4,694.8,Cash,Retail Store,UK,High,4.5,694.8,0_to_10,694.8,Premium,19.3,2019,12,2019-12
ORD128195,24-01-2019,Adidas,Model-650,Lifestyle,Unisex,9,Black,217,0,217,4,868,Cash,Online,Germany,High,4.9,868,0_to_10,868,Premium,0,2019,1,2019-01
ORD128196,25-05-2020,Nike,Model-557,Lifestyle,Unisex,11,Grey,159,0,159,3,477,Wallet,Retail Store,Germany,Medium,4.7,477,0_to_10,477,Premium,0,2020,5,2020-05
ORD128197,25-08-2024,Adidas,Model-486,Lifestyle,Men,7,Grey,202,30,141.4,3,424.2,Bank Transfer,Retail Store,India,Medium,4.8,424.2,21_to_30,424.2,Mid,60.6,2024,8,2024-08
ORD128198,02-10-2022,Nike,Model-165,Basketball,Unisex,11,Grey,101,15,85.85,1,85.85,Card,Retail Store,Germany,Low,4.9,85.85,11_to_20,85.85,Budget,15.15,2022,10,2022-10
ORD128199,24-04-2023,Puma,Model-668,Training,Women,9,Red,208,20,166.4,1,166.4,Cash,Retail Store,USA,Medium,4.7,166.4,11_to_20,166.4,Premium,41.6,2023,4,2023-04
ORD128200,02-07-2025,Adidas,Model-896,Lifestyle,Men,11,Blue,109,15,92.65,3,277.95,Bank Transfer,Online,USA,Medium,4.2,277.95,11_to_20,277.95,Budget,16.35,2025,7,2025-07
ORD128201,10-05-2022,Reebok,Model-978,Running,Women,6,Blue,133,5,126.35,2,252.7,Bank Transfer,Online,USA,Medium,4.4,252.7,0_to_10,252.7,Mid,6.65,2022,5,2022-05
ORD128202,30-11-2026,Puma,Model-583,Training,Unisex,7,White,108,0,108,2,216,Wallet,Retail Store,UAE,High,3.8,216,0_to_10,216,Mid,0,2026,11,2026-11
ORD128203,29-10-2021,Puma,Model-162,Gym,Men,8,Blue,80,10,72,4,288,Bank Transfer,Online,USA,High,3.3,288,0_to_10,288,Budget,8,2021,10,2021-10
ORD128204,26-07-2025,Puma,Model-270,Training,Unisex,10,White,211,5,200.45,1,200.45,Wallet,Retail Store,UAE,Medium,4.3,200.45,0_to_10,200.45,Premium,10.55,2025,7,2025-07
ORD128205,27-06-2020,ASICS,Model-470,Training,Men,7,White,163,10,146.7,2,293.4,Cash,Online,USA,Medium,4.3,293.4,0_to_10,293.4,Premium,16.3,2020,6,2020-06
ORD128206,02-09-2018,New Balance,Model-629,Training,Men,6,White,115,5,109.25,1,109.25,Bank Transfer,Online,UK,Low,4.8,109.25,0_to_10,109.25,Mid,5.75,2018,9,2018-09
ORD128207,19-05-2022,Adidas,Model-548,Training,Women,11,White,191,20,152.8,2,305.6,Bank Transfer,Retail Store,UAE,Low,3.9,305.6,11_to_20,305.6,Premium,38.2,2022,5,2022-05
ORD128208,06-06-2020,Puma,Model-768,Basketball,Women,10,Grey,102,30,71.4,3,214.2,Bank Transfer,Online,USA,High,3.9,214.2,21_to_30,214.2,Budget,30.6,2020,6,2020-06
ORD128209,14-11-2022,ASICS,Model-391,Training,Men,9,Grey,154,30,107.8,1,107.8,Wallet,Online,Pakistan,High,5,107.8,21_to_30,107.8,Mid,46.2,2022,11,2022-11
ORD128210,29-04-2019,Puma,Model-228,Lifestyle,Women,10,Blue,150,5,142.5,3,427.5,Card,Online,UAE,Low,3.2,427.5,0_to_10,427.5,Premium,7.5,2019,4,2019-04
ORD128211,18-07-2026,Reebok,Model-962,Training,Women,9,Black,91,5,86.45,4,345.8,Wallet,Retail Store,UAE,Low,3,345.8,0_to_10,345.8,Budget,4.55,2026,7,2026-07
ORD128212,11-06-2021,Nike,Model-763,Gym,Men,9,White,111,5,105.45,1,105.45,Cash,Online,Pakistan,Medium,3.5,105.45,0_to_10,105.45,Mid,5.55,2021,6,2021-06
ORD128213,24-01-2023,Puma,Model-673,Lifestyle,Men,9,White,101,5,95.95,3,287.85,Bank Transfer,Retail Store,UAE,High,3.1,287.85,0_to_10,287.85,Budget,5.05,2023,1,2023-01
ORD128214,26-08-2023,ASICS,Model-148,Gym,Women,10,Grey,193,5,183.35,2,366.7,Cash,Retail Store,USA,Low,3.4,366.7,0_to_10,366.7,Premium,9.65,2023,8,2023-08
ORD128215,04-11-2018,Nike,Model-176,Running,Men,10,Grey,174,30,121.8,3,365.4,Bank Transfer,Retail Store,USA,Low,3.6,365.4,21_to_30,365.4,Mid,52.2,2018,11,2018-11
ORD128216,04-11-2019,Nike,Model-293,Running,Unisex,6,Red,139,15,118.15,2,236.3,Cash,Online,India,High,3.1,236.3,11_to_20,236.3,Mid,20.85,2019,11,2019-11
ORD128217,21-03-2026,Reebok,Model-751,Gym,Unisex,6,Grey,188,20,150.4,1,150.4,Bank Transfer,Retail Store,Germany,High,4.8,150.4,11_to_20,150.4,Premium,37.6,2026,3,2026-03
ORD128218,13-03-2022,Reebok,Model-450,Gym,Women,6,Red,209,30,146.3,3,438.9,Bank Transfer,Retail Store,India,Low,4,438.9,21_to_30,438.9,Premium,62.7,2022,3,2022-03
ORD128219,16-02-2021,ASICS,Model-486,Gym,Men,6,White,176,30,123.2,4,492.8,Card,Online,USA,Medium,3.5,492.8,21_to_30,492.8,Mid,52.8,2021,2,2021-02
ORD128220,06-12-2023,ASICS,Model-214,Gym,Men,9,White,97,0,97,2,194,Cash,Online,India,Medium,3.6,194,0_to_10,194,Mid,0,2023,12,2023-12
ORD128221,23-06-2022,Reebok,Model-560,Gym,Unisex,9,White,156,20,124.8,4,499.2,Card,Online,UAE,Low,3.8,499.2,11_to_20,499.2,Mid,31.2,2022,6,2022-06
ORD128222,23-11-2018,New Balance,Model-688,Gym,Unisex,7,Red,155,15,131.75,3,395.25,Card,Retail Store,UK,Medium,3.7,395.25,11_to_20,395.25,Mid,23.25,2018,11,2018-11
ORD128223,12-04-2020,New Balance,Model-407,Gym,Unisex,10,Blue,198,15,168.3,1,168.3,Bank Transfer,Retail Store,India,High,3,168.3,11_to_20,168.3,Premium,29.7,2020,4,2020-04
ORD128224,11-04-2024,New Balance,Model-246,Training,Women,11,Red,152,0,152,3,456,Cash,Online,Pakistan,Low,3.7,456,0_to_10,456,Premium,0,2024,4,2024-04
ORD128225,30-12-2018,Nike,Model-326,Training,Men,7,Blue,195,30,136.5,2,273,Cash,Retail Store,UK,Low,3.6,273,21_to_30,273,Mid,58.5,2018,12,2018-12
ORD128226,22-10-2018,Adidas,Model-497,Basketball,Men,7,Blue,127,10,114.3,3,342.9,Cash,Retail Store,Germany,Medium,3.4,342.9,0_to_10,342.9,Mid,12.7,2018,10,2018-10
ORD128227,09-06-2020,Reebok,Model-228,Running,Men,8,White,80,0,80,4,320,Cash,Online,USA,High,4.6,320,0_to_10,320,Budget,0,2020,6,2020-06
ORD128228,21-08-2022,Puma,Model-621,Gym,Women,6,Blue,115,0,115,3,345,Wallet,Online,USA,High,3.3,345,0_to_10,345,Mid,0,2022,8,2022-08
ORD128229,13-09-2018,Puma,Model-556,Gym,Unisex,9,Blue,94,15,79.9,4,319.6,Bank Transfer,Online,UAE,High,3.1,319.6,11_to_20,319.6,Budget,14.1,2018,9,2018-09
ORD128230,08-07-2018,Nike,Model-341,Training,Women,8,Blue,71,15,60.35,3,181.05,Cash,Retail Store,USA,High,4.3,181.05,11_to_20,181.05,Budget,10.65,2018,7,2018-07
ORD128231,15-04-2018,ASICS,Model-308,Running,Men,11,Red,128,5,121.6,1,121.6,Bank Transfer,Online,Pakistan,Medium,4.3,121.6,0_to_10,121.6,Mid,6.4,2018,4,2018-04
ORD128232,08-10-2026,Puma,Model-152,Basketball,Men,6,White,103,30,72.1,3,216.3,Bank Transfer,Online,Germany,Low,4.2,216.3,21_to_30,216.3,Budget,30.9,2026,10,2026-10
ORD128233,21-12-2020,Nike,Model-578,Lifestyle,Unisex,11,Blue,62,15,52.7,2,105.4,Cash,Online,USA,High,3.6,105.4,11_to_20,105.4,Budget,9.3,2020,12,2020-12
ORD128234,25-06-2024,Puma,Model-501,Training,Women,7,Red,187,10,168.3,3,504.9,Card,Online,UK,High,3.6,504.9,0_to_10,504.9,Premium,18.7,2024,6,2024-06
ORD128235,20-01-2023,ASICS,Model-828,Gym,Women,7,Grey,148,30,103.6,2,207.2,Cash,Retail Store,USA,High,4.2,207.2,21_to_30,207.2,Mid,44.4,2023,1,2023-01
ORD128236,15-06-2018,New Balance,Model-507,Running,Women,6,Grey,82,10,73.8,4,295.2,Wallet,Online,USA,High,4.7,295.2,0_to_10,295.2,Budget,8.2,2018,6,2018-06
ORD128237,26-05-2024,Nike,Model-586,Training,Unisex,10,White,107,5,101.65,1,101.65,Cash,Online,Germany,Medium,3.1,101.65,0_to_10,101.65,Mid,5.35,2024,5,2024-05
ORD128238,12-01-2019,New Balance,Model-574,Basketball,Women,9,Blue,168,10,151.2,2,302.4,Bank Transfer,Online,UK,Medium,3.3,302.4,0_to_10,302.4,Premium,16.8,2019,1,2019-01
ORD128239,05-12-2024,Nike,Model-323,Training,Men,7,Blue,169,30,118.3,3,354.9,Bank Transfer,Retail Store,India,Low,3.5,354.9,21_to_30,354.9,Mid,50.7,2024,12,2024-12
ORD128240,06-12-2025,Reebok,Model-715,Basketball,Women,10,Blue,118,5,112.1,4,448.4,Cash,Retail Store,India,High,3.4,448.4,0_to_10,448.4,Mid,5.9,2025,12,2025-12
ORD128241,11-09-2019,Nike,Model-435,Basketball,Men,7,Red,106,20,84.8,2,169.6,Card,Online,UAE,High,4.6,169.6,11_to_20,169.6,Budget,21.2,2019,9,2019-09
ORD128242,30-06-2022,New Balance,Model-271,Running,Unisex,7,White,81,10,72.9,4,291.6,Bank Transfer,Retail Store,India,Low,4.1,291.6,0_to_10,291.6,Budget,8.1,2022,6,2022-06
ORD128243,28-06-2018,Puma,Model-533,Lifestyle,Women,6,Red,196,5,186.2,1,186.2,Wallet,Retail Store,Germany,Medium,3,186.2,0_to_10,186.2,Premium,9.8,2018,6,2018-06
ORD128244,04-11-2023,New Balance,Model-246,Gym,Unisex,7,Blue,135,30,94.5,4,378,Wallet,Online,UK,High,4.4,378,21_to_30,378,Budget,40.5,2023,11,2023-11
ORD128245,30-08-2018,Reebok,Model-848,Gym,Women,9,Grey,86,5,81.7,1,81.7,Bank Transfer,Online,USA,Medium,4.1,81.7,0_to_10,81.7,Budget,4.3,2018,8,2018-08
ORD128246,14-02-2018,Puma,Model-409,Lifestyle,Unisex,10,Blue,165,5,156.75,2,313.5,Cash,Online,India,Medium,3.4,313.5,0_to_10,313.5,Premium,8.25,2018,2,2018-02
ORD128247,23-02-2022,New Balance,Model-435,Basketball,Unisex,6,Black,88,30,61.6,1,61.6,Card,Retail Store,Pakistan,Low,4.3,61.6,21_to_30,61.6,Budget,26.4,2022,2,2022-02
ORD128248,31-10-2020,Adidas,Model-385,Gym,Unisex,10,White,150,10,135,2,270,Wallet,Retail Store,Germany,High,4.3,270,0_to_10,270,Mid,15,2020,10,2020-10
ORD128249,12-09-2018,New Balance,Model-271,Gym,Unisex,10,White,155,10,139.5,4,558,Bank Transfer,Online,India,Medium,4.4,558,0_to_10,558,Mid,15.5,2018,9,2018-09
ORD128250,23-05-2020,Nike,Model-858,Training,Unisex,11,Blue,93,15,79.05,4,316.2,Wallet,Retail Store,UAE,Low,4.9,316.2,11_to_20,316.2,Budget,13.95,2020,5,2020-05
ORD128251,28-02-2022,ASICS,Model-374,Basketball,Men,6,Blue,195,20,156,1,156,Card,Retail Store,UK,Medium,4.6,156,11_to_20,156,Premium,39,2022,2,2022-02
ORD128252,18-11-2019,Nike,Model-618,Running,Women,7,White,180,5,171,2,342,Card,Online,UAE,Low,3.3,342,0_to_10,342,Premium,9,2019,11,2019-11
ORD128253,11-07-2023,Nike,Model-207,Gym,Unisex,8,Black,206,15,175.1,2,350.2,Bank Transfer,Online,India,High,4.3,350.2,11_to_20,350.2,Premium,30.9,2023,7,2023-07
ORD128254,18-02-2022,Adidas,Model-585,Running,Women,10,White,67,0,67,4,268,Bank Transfer,Retail Store,Germany,Low,4.1,268,0_to_10,268,Budget,0,2022,2,2022-02
ORD128255,12-02-2023,Puma,Model-359,Training,Men,6,White,128,15,108.8,2,217.6,Cash,Online,USA,High,3.9,217.6,11_to_20,217.6,Mid,19.2,2023,2,2023-02
ORD128256,02-10-2022,New Balance,Model-798,Basketball,Women,11,Red,82,5,77.9,4,311.6,Card,Online,UAE,Medium,3.5,311.6,0_to_10,311.6,Budget,4.1,2022,10,2022-10
ORD128257,05-04-2025,Puma,Model-401,Running,Unisex,10,White,180,15,153,1,153,Bank Transfer,Online,USA,High,3.3,153,11_to_20,153,Premium,27,2025,4,2025-04
ORD128258,04-11-2020,Reebok,Model-433,Lifestyle,Women,11,Grey,189,5,179.55,3,538.65,Bank Transfer,Retail Store,Germany,Medium,4.5,538.65,0_to_10,538.65,Premium,9.45,2020,11,2020-11
ORD128259,27-08-2021,Adidas,Model-355,Basketball,Men,6,White,164,0,164,2,328,Wallet,Online,UAE,High,3,328,0_to_10,328,Premium,0,2021,8,2021-08
ORD128260,10-03-2018,Adidas,Model-889,Running,Unisex,7,Red,126,10,113.4,4,453.6,Cash,Retail Store,UAE,Low,4.3,453.6,0_to_10,453.6,Mid,12.6,2018,3,2018-03
ORD128261,01-03-2022,New Balance,Model-653,Lifestyle,Men,7,White,76,0,76,3,228,Bank Transfer,Retail Store,Germany,High,3.8,228,0_to_10,228,Budget,0,2022,3,2022-03
ORD128262,28-09-2025,Nike,Model-774,Lifestyle,Unisex,10,White,208,10,187.2,4,748.8,Bank Transfer,Online,USA,High,4,748.8,0_to_10,748.8,Premium,20.8,2025,9,2025-09
ORD128263,30-03-2019,New Balance,Model-673,Basketball,Unisex,7,Red,68,5,64.6,2,129.2,Bank Transfer,Retail Store,UAE,High,4.8,129.2,0_to_10,129.2,Budget,3.4,2019,3,2019-03
ORD128264,30-10-2023,Reebok,Model-501,Lifestyle,Women,8,White,60,20,48,4,192,Cash,Online,UAE,High,4.7,192,11_to_20,192,Budget,12,2023,10,2023-10
ORD128265,13-12-2026,ASICS,Model-223,Running,Men,7,Grey,64,5,60.8,1,60.8,Bank Transfer,Online,Pakistan,Medium,3.3,60.8,0_to_10,60.8,Budget,3.2,2026,12,2026-12
ORD128266,09-09-2020,Nike,Model-426,Gym,Women,11,White,156,0,156,3,468,Card,Retail Store,Pakistan,Medium,3.2,468,0_to_10,468,Premium,0,2020,9,2020-09
ORD128267,26-08-2021,Reebok,Model-882,Basketball,Men,8,White,147,20,117.6,1,117.6,Card,Retail Store,USA,Medium,4.4,117.6,11_to_20,117.6,Mid,29.4,2021,8,2021-08
ORD128268,08-04-2024,Reebok,Model-318,Basketball,Women,10,Black,62,0,62,4,248,Card,Retail Store,USA,High,4.5,248,0_to_10,248,Budget,0,2024,4,2024-04
ORD128269,16-07-2018,Adidas,Model-625,Gym,Women,11,White,194,30,135.8,3,407.4,Bank Transfer,Retail Store,USA,Medium,3.8,407.4,21_to_30,407.4,Mid,58.2,2018,7,2018-07
ORD128270,03-06-2024,New Balance,Model-219,Running,Unisex,9,Grey,211,10,189.9,3,569.7,Bank Transfer,Retail Store,UAE,Medium,3.2,569.7,0_to_10,569.7,Premium,21.1,2024,6,2024-06
ORD128271,04-05-2024,New Balance,Model-959,Lifestyle,Unisex,7,White,105,20,84,1,84,Cash,Online,Germany,Low,3.4,84,11_to_20,84,Budget,21,2024,5,2024-05
ORD128272,01-09-2026,Nike,Model-123,Lifestyle,Unisex,8,Black,200,15,170,2,340,Bank Transfer,Online,Germany,Medium,4.3,340,11_to_20,340,Premium,30,2026,9,2026-09
ORD128273,13-03-2024,Puma,Model-716,Gym,Men,10,Black,210,10,189,1,189,Card,Retail Store,India,Low,3.3,189,0_to_10,189,Premium,21,2024,3,2024-03
ORD128274,21-08-2021,New Balance,Model-865,Training,Men,9,White,79,5,75.05,3,225.15,Card,Online,India,High,3.6,225.15,0_to_10,225.15,Budget,3.95,2021,8,2021-08
ORD128275,06-04-2022,Adidas,Model-367,Gym,Men,8,Black,114,5,108.3,1,108.3,Wallet,Online,UAE,Medium,4.6,108.3,0_to_10,108.3,Mid,5.7,2022,4,2022-04
ORD128276,28-05-2023,ASICS,Model-380,Training,Women,7,Blue,146,5,138.7,2,277.4,Wallet,Online,USA,High,4.1,277.4,0_to_10,277.4,Mid,7.3,2023,5,2023-05
ORD128277,22-09-2020,Reebok,Model-224,Basketball,Unisex,10,Grey,187,20,149.6,3,448.8,Card,Retail Store,UK,Medium,5,448.8,11_to_20,448.8,Premium,37.4,2020,9,2020-09
ORD128278,09-10-2026,New Balance,Model-757,Lifestyle,Women,7,White,110,10,99,1,99,Card,Online,UAE,Low,4.6,99,0_to_10,99,Mid,11,2026,10,2026-10
ORD128279,01-11-2026,Reebok,Model-502,Lifestyle,Unisex,7,White,109,5,103.55,1,103.55,Cash,Online,Germany,High,3.7,103.55,0_to_10,103.55,Mid,5.45,2026,11,2026-11
ORD128280,06-11-2022,New Balance,Model-355,Training,Men,9,White,203,15,172.55,4,690.2,Wallet,Retail Store,UK,High,3.1,690.2,11_to_20,690.2,Premium,30.45,2022,11,2022-11
ORD128281,21-05-2020,Nike,Model-620,Gym,Unisex,7,Grey,214,20,171.2,3,513.6,Cash,Retail Store,Pakistan,Low,4.4,513.6,11_to_20,513.6,Premium,42.8,2020,5,2020-05
ORD128282,14-02-2024,ASICS,Model-866,Basketball,Women,11,White,114,10,102.6,4,410.4,Wallet,Retail Store,Germany,Medium,3.5,410.4,0_to_10,410.4,Mid,11.4,2024,2,2024-02
ORD128283,30-10-2025,Adidas,Model-748,Basketball,Women,7,Black,169,10,152.1,1,152.1,Bank Transfer,Retail Store,UAE,Medium,4.7,152.1,0_to_10,152.1,Premium,16.9,2025,10,2025-10
ORD128284,09-03-2019,Adidas,Model-832,Basketball,Unisex,9,Red,153,10,137.7,1,137.7,Bank Transfer,Online,USA,Low,5,137.7,0_to_10,137.7,Mid,15.3,2019,3,2019-03
ORD128285,28-01-2021,Reebok,Model-628,Running,Women,9,Grey,158,0,158,1,158,Wallet,Retail Store,Pakistan,Low,3.4,158,0_to_10,158,Premium,0,2021,1,2021-01
ORD128286,14-04-2023,New Balance,Model-860,Gym,Women,10,Blue,107,20,85.6,4,342.4,Card,Online,USA,Low,3.9,342.4,11_to_20,342.4,Budget,21.4,2023,4,2023-04
ORD128287,09-10-2025,ASICS,Model-717,Training,Men,11,Grey,123,15,104.55,1,104.55,Card,Online,India,High,4.1,104.55,11_to_20,104.55,Mid,18.45,2025,10,2025-10
ORD128288,02-09-2021,Adidas,Model-398,Basketball,Women,7,Grey,119,10,107.1,3,321.3,Card,Online,Germany,Low,3.7,321.3,0_to_10,321.3,Mid,11.9,2021,9,2021-09
ORD128289,21-07-2018,Puma,Model-465,Lifestyle,Men,8,White,196,0,196,3,588,Bank Transfer,Online,Germany,High,3.9,588,0_to_10,588,Premium,0,2018,7,2018-07
ORD128290,02-04-2024,ASICS,Model-846,Training,Women,8,Red,118,20,94.4,1,94.4,Cash,Online,UK,Low,3.7,94.4,11_to_20,94.4,Budget,23.6,2024,4,2024-04
ORD128291,23-08-2021,New Balance,Model-391,Basketball,Women,8,Blue,159,10,143.1,2,286.2,Cash,Online,UAE,Low,4,286.2,0_to_10,286.2,Premium,15.9,2021,8,2021-08
ORD128292,12-11-2021,Nike,Model-914,Running,Women,8,Black,168,5,159.6,2,319.2,Cash,Retail Store,UAE,Low,4.6,319.2,0_to_10,319.2,Premium,8.4,2021,11,2021-11
ORD128293,03-06-2023,Puma,Model-301,Basketball,Unisex,6,Grey,111,10,99.9,4,399.6,Bank Transfer,Retail Store,Germany,High,4.2,399.6,0_to_10,399.6,Mid,11.1,2023,6,2023-06
ORD128294,11-01-2019,New Balance,Model-218,Lifestyle,Men,8,White,103,5,97.85,1,97.85,Cash,Retail Store,UK,Low,4.9,97.85,0_to_10,97.85,Mid,5.15,2019,1,2019-01
ORD128295,19-05-2024,Reebok,Model-519,Lifestyle,Unisex,9,White,70,5,66.5,3,199.5,Card,Retail Store,Pakistan,Medium,3.2,199.5,0_to_10,199.5,Budget,3.5,2024,5,2024-05
ORD128296,21-07-2018,Puma,Model-199,Basketball,Unisex,10,Grey,159,0,159,4,636,Bank Transfer,Retail Store,Pakistan,High,4.8,636,0_to_10,636,Premium,0,2018,7,2018-07
ORD128297,25-07-2026,ASICS,Model-615,Basketball,Women,7,Grey,95,30,66.5,1,66.5,Cash,Online,Germany,High,4.5,66.5,21_to_30,66.5,Budget,28.5,2026,7,2026-07
ORD128298,14-12-2025,Nike,Model-696,Gym,Unisex,11,White,117,5,111.15,1,111.15,Card,Online,India,High,4.3,111.15,0_to_10,111.15,Mid,5.85,2025,12,2025-12
ORD128299,06-10-2021,Adidas,Model-164,Gym,Unisex,11,Red,197,0,197,3,591,Cash,Online,Pakistan,Low,4.4,591,0_to_10,591,Premium,0,2021,10,2021-10
ORD128300,17-09-2021,Reebok,Model-360,Lifestyle,Women,7,Grey,144,15,122.4,3,367.2,Card,Online,Germany,Low,3.5,367.2,11_to_20,367.2,Mid,21.6,2021,9,2021-09
ORD128301,08-04-2022,Puma,Model-741,Running,Men,8,Black,122,10,109.8,2,219.6,Wallet,Online,UK,Low,3,219.6,0_to_10,219.6,Mid,12.2,2022,4,2022-04
ORD128302,27-12-2022,Nike,Model-491,Basketball,Men,9,White,119,30,83.3,4,333.2,Bank Transfer,Online,UK,High,3.4,333.2,21_to_30,333.2,Budget,35.7,2022,12,2022-12
ORD128303,16-04-2018,ASICS,Model-479,Lifestyle,Women,11,Black,158,5,150.1,4,600.4,Cash,Retail Store,Pakistan,Low,3.9,600.4,0_to_10,600.4,Premium,7.9,2018,4,2018-04
ORD128304,28-09-2023,New Balance,Model-415,Lifestyle,Men,8,Black,152,20,121.6,1,121.6,Wallet,Online,India,High,3,121.6,11_to_20,121.6,Mid,30.4,2023,9,2023-09
ORD128305,17-07-2018,New Balance,Model-754,Basketball,Unisex,9,Black,86,10,77.4,2,154.8,Cash,Retail Store,UK,Low,3.3,154.8,0_to_10,154.8,Budget,8.6,2018,7,2018-07
ORD128306,26-06-2020,Adidas,Model-383,Training,Unisex,10,Red,123,20,98.4,4,393.6,Wallet,Online,India,High,5,393.6,11_to_20,393.6,Mid,24.6,2020,6,2020-06
ORD128307,26-07-2019,Adidas,Model-126,Gym,Men,7,White,164,20,131.2,1,131.2,Wallet,Online,UAE,High,3.3,131.2,11_to_20,131.2,Mid,32.8,2019,7,2019-07
ORD128308,16-07-2025,Nike,Model-909,Running,Women,6,Black,153,0,153,2,306,Wallet,Online,UK,High,3.1,306,0_to_10,306,Premium,0,2025,7,2025-07
ORD128309,30-11-2024,Adidas,Model-259,Running,Unisex,11,White,168,20,134.4,2,268.8,Cash,Online,Pakistan,Low,3.1,268.8,11_to_20,268.8,Mid,33.6,2024,11,2024-11
ORD128310,13-02-2025,Adidas,Model-204,Running,Men,9,Black,139,0,139,4,556,Wallet,Retail Store,UAE,Medium,4.6,556,0_to_10,556,Mid,0,2025,2,2025-02
ORD128311,23-01-2018,New Balance,Model-105,Lifestyle,Unisex,7,White,91,20,72.8,4,291.2,Cash,Retail Store,UK,Low,4.2,291.2,11_to_20,291.2,Budget,18.2,2018,1,2018-01
ORD128312,24-10-2021,Nike,Model-614,Training,Men,7,Red,162,15,137.7,3,413.1,Card,Online,India,High,4.4,413.1,11_to_20,413.1,Mid,24.3,2021,10,2021-10
ORD128313,01-11-2023,Reebok,Model-900,Running,Men,6,Black,107,30,74.9,1,74.9,Bank Transfer,Retail Store,India,Medium,4.2,74.9,21_to_30,74.9,Budget,32.1,2023,11,2023-11
ORD128314,15-06-2025,New Balance,Model-568,Training,Unisex,9,White,100,20,80,1,80,Card,Retail Store,Pakistan,High,3.2,80,11_to_20,80,Budget,20,2025,6,2025-06
ORD128315,09-12-2018,Reebok,Model-940,Running,Women,11,Red,158,5,150.1,4,600.4,Cash,Online,Germany,Low,3.1,600.4,0_to_10,600.4,Premium,7.9,2018,12,2018-12
ORD128316,06-01-2020,Puma,Model-346,Lifestyle,Unisex,11,White,197,20,157.6,1,157.6,Bank Transfer,Online,Germany,Low,3.7,157.6,11_to_20,157.6,Premium,39.4,2020,1,2020-01
ORD128317,28-03-2026,Puma,Model-883,Gym,Unisex,8,Red,129,15,109.65,2,219.3,Card,Online,UAE,Low,4.6,219.3,11_to_20,219.3,Mid,19.35,2026,3,2026-03
ORD128318,16-04-2025,Reebok,Model-787,Training,Unisex,9,Black,119,30,83.3,1,83.3,Card,Retail Store,UK,High,3.4,83.3,21_to_30,83.3,Budget,35.7,2025,4,2025-04
ORD128319,20-03-2021,Adidas,Model-774,Lifestyle,Women,6,Grey,138,15,117.3,4,469.2,Card,Retail Store,UK,Low,4.3,469.2,11_to_20,469.2,Mid,20.7,2021,3,2021-03
ORD128320,11-06-2020,ASICS,Model-598,Running,Men,11,White,136,0,136,4,544,Bank Transfer,Retail Store,Pakistan,Low,3.9,544,0_to_10,544,Mid,0,2020,6,2020-06
ORD128321,21-11-2021,New Balance,Model-367,Running,Men,11,Blue,60,5,57,3,171,Bank Transfer,Retail Store,UK,Medium,4.7,171,0_to_10,171,Budget,3,2021,11,2021-11
ORD128322,30-12-2020,ASICS,Model-377,Training,Women,8,White,84,15,71.4,4,285.6,Bank Transfer,Retail Store,Germany,Medium,3.2,285.6,11_to_20,285.6,Budget,12.6,2020,12,2020-12
